# Setpoints,Voltages
5.490000000000000000e+02,4.379298500000000649e-01
5.500000000000000000e+02,4.386765000000000247e-01
5.510000000000000000e+02,4.395318500000000017e-01
5.520000000000000000e+02,4.402962999999999738e-01
5.530000000000000000e+02,4.411111499999999519e-01
5.540000000000000000e+02,4.418798000000000448e-01
5.550000000000000000e+02,4.427301500000000445e-01
5.560000000000000000e+02,4.434784999999999977e-01
5.570000000000000000e+02,4.442152000000000323e-01
5.580000000000000000e+02,4.450017499999999737e-01
5.590000000000000000e+02,4.458419999999999606e-01
5.600000000000000000e+02,4.466093500000000160e-01
5.610000000000000000e+02,4.473675499999999472e-01
5.620000000000000000e+02,4.481700499999999865e-01
5.630000000000000000e+02,4.489177999999999780e-01
5.640000000000000000e+02,4.497133499999999562e-01
5.650000000000000000e+02,4.505399500000000224e-01
5.660000000000000000e+02,4.513060999999999323e-01
5.670000000000000000e+02,4.520947499999999897e-01
5.680000000000000000e+02,4.528477999999999670e-01
5.690000000000000000e+02,4.536481499999999722e-01
5.700000000000000000e+02,4.544495000000000617e-01
5.710000000000000000e+02,4.552202499999999930e-01
5.720000000000000000e+02,4.559815000000000396e-01
5.730000000000000000e+02,4.567709500000000089e-01
5.740000000000000000e+02,4.575622000000000300e-01
5.750000000000000000e+02,4.583598500000000131e-01
5.760000000000000000e+02,4.591873499999999386e-01
5.770000000000000000e+02,4.599957499999999255e-01
5.780000000000000000e+02,4.608440500000000606e-01
